Sentence #,Word,Tag
NaN,wearing,O
NaN,disposable,O
NaN,underwear,O
NaN,and,O
NaN,other,O
NaN,protective,O
NaN,gear,O
NaN,after,O
NaN,a,O
NaN,delay,O
NaN,prompted,O
NaN,by,O
NaN,fears,O
NaN,of,O
NaN,lead,B-chem
NaN,contamination,O
NaN,.,O
Sentence 3,Meanwhile,O
NaN,cleanup,O
NaN,teams,O
NaN,swept,O
NaN,sprayed,O
NaN,and,O
NaN,vacuumed,O
NaN,neighboring,O
NaN,streets,O
NaN,Monday,O
NaN,to,O
NaN,scrub,O
NaN,away,O
NaN,any,O
NaN,lead,B-chem
NaN,left,O
NaN,over,O
NaN,from,O
NaN,the,O
NaN,April,O
NaN,blaze,O
NaN,that,O
NaN,decimated,O
NaN,Notre,O
NaN,Dame,O
NaN,’s,O
NaN,roof,O
NaN,and,O
NaN,toppled,O
NaN,its,O
NaN,spire,O
NaN,.,O
Sentence 4,Toxic,O
NaN,dust,O
NaN,spewed,O
NaN,into,O
NaN,the,O
NaN,air,O
NaN,as,O
NaN,hundreds,B-quant
NaN,of,I-quant
NaN,tons,I-quant
NaN,of,O
NaN,lead,B-chem
NaN,melted,O
NaN,in,O
NaN,the,O
NaN,fire,O
NaN,.,O
Sentence 5,The,O
NaN,workers,O
NaN,are,O
NaN,clearing,O
NaN,out,O
NaN,hazardous,O
NaN,debris,O
NaN,and,O
NaN,studying,O
NaN,and,O
NaN,consolidating,O
NaN,the,O
NaN,medieval,O
NaN,monument,O
NaN,"""",O
NaN,a,O
NaN,crucial,O
NaN,first,O
NaN,step,O
NaN,to,O
NaN,prepare,O
NaN,the,O
NaN,fragile,O
NaN,cathedral,O
NaN,for,O
NaN,a,O
NaN,yearslong,O
NaN,multimillion,O
NaN,-,O
NaN,euro,O
NaN,reconstruction,O
NaN,effort,O
NaN,.,O
Sentence 6,But,O
NaN,even,O
NaN,this,O
NaN,first,O
NaN,step,O
NaN,is,O
NaN,taking,O
NaN,longer,O
NaN,than,O
NaN,expected,O
NaN,because,O
NaN,of,O
NaN,lead,B-chem
NaN,worries,O
NaN,.,O
Sentence 7,The,O
NaN,regional,O
NaN,health,O
NaN,authority,O
NaN,said,O
NaN,last,O
NaN,month,O
NaN,that,O
NaN,the,O
NaN,main,O
NaN,lead,B-chem
NaN,risk,O
NaN,was,O
NaN,inside,O
NaN,the,O
NaN,cathedral,O
NaN,itself,O
NaN,and,O
NaN,its,O
NaN,forecourt,O
NaN,and,O
NaN,that,O
NaN,no,O
NaN,dangerous,O
NaN,lead,B-chem
NaN,levels,O
NaN,had,O
NaN,been,O
NaN,registered,O
NaN,since,O
NaN,the,O
NaN,fire,O
NaN,in,O
NaN,the,O
NaN,surrounding,O
NaN,streets,O
NaN,where,O
NaN,tourists,O
NaN,and,O
NaN,residents,O
NaN,circulate,O
NaN,.,O
Sentence 1,LAPEER,O
NaN,Mich.,O
NaN,(,O
NaN,AP,O
NaN,),O
NaN,"""",O
Sentence 2,For,O
NaN,more,O
NaN,than,O
NaN,20,O
NaN,years,O
NaN,the,O
NaN,eastern,O
NaN,Michigan,O
NaN,town,O
NaN,of,O
NaN,Lapeer,O
NaN,sent,O
NaN,leftover,O
NaN,sludge,B-chem
NaN,from,O
NaN,its,O
NaN,sewage,O
NaN,treatment,O
NaN,plant,O
NaN,to,O
NaN,area,O
NaN,farms,O
NaN,supplying,O
NaN,them,O
NaN,with,O
NaN,high,O
NaN,-,O
NaN,quality,O
NaN,free,O
NaN,fertilizer,O
NaN,while,O
NaN,avoiding,O
NaN,the,O
NaN,expense,O
NaN,of,O
NaN,disposal,O
NaN,elsewhere,O
NaN,.,O
Sentence 3,But,O
NaN,state,O
NaN,inspectors,O
NaN,ordered,O
NaN,a,O
NaN,halt,O
NaN,to,O
NaN,the,O
NaN,practice,O
NaN,in,O
NaN,2017,O
NaN,after,O
NaN,learning,O
NaN,the,O
NaN,material,O
NaN,was,O
NaN,laced,O
NaN,with,O
NaN,one,O
NaN,of,O
NaN,the,O
NaN,potentially,O
NaN,harmful,O
NaN,chemicals,O
NaN,known,O
NaN,collectively,O
NaN,as,O
NaN,PFAS,B-chem
NaN,which,O
NaN,are,O
NaN,turning,O
NaN,up,O
NaN,in,O
NaN,drinking,O
NaN,water,O
NaN,and,O
NaN,some,O
NaN,foods,O
NaN,across,O
NaN,the,O
NaN,U.S.,O
Sentence 4,Now,O
NaN,the,O
NaN,city,O
NaN,of,O
NaN,8800,O
NaN,expects,O
NaN,to,O
NaN,pay,O
NaN,about,O
NaN,$,O
NaN,3,O
NaN,million,O
NaN,to,O
NaN,have,O
NaN,the,O
NaN,waste,O
NaN,treated,O
NaN,at,O
NaN,another,O
NaN,facility,O
NaN,and,O
NaN,the,O
NaN,leftover,O
NaN,solids,O
NaN,shipped,O
NaN,to,O
NaN,a,O
NaN,landfill,O
NaN,.,O
Sentence 5,Testing,O
NaN,has,O
NaN,found,O
NaN,elevated,O
NaN,PFAS,B-chem
NaN,levels,O
NaN,in,O
NaN,just,O
NaN,one,O
NaN,field,O
NaN,where,O
NaN,the,O
NaN,sludge,B-chem
NaN,was,O
NaN,spread,O
NaN,but,O
NaN,farmers,O
NaN,have,O
NaN,lost,O
NaN,an,O
NaN,economical,O
NaN,fertilizer,O
NaN,source,O
NaN,and,O
NaN,hope,O
NaN,more,O
NaN,contamination,O
NaN,does,O
NaN,n’t,O
NaN,turn,O
NaN,up,O
NaN,.,O
Sentence 6,"""",O
NaN,I,O
NaN,feel,O
NaN,bad,O
NaN,for,O
NaN,them,O
NaN,"""",O
NaN,said,O
NaN,Michael,O
NaN,Wurts,O
NaN,superintendent,O
NaN,of,O
NaN,the,O
NaN,waste,O
NaN,treatment,O
NaN,plant,O
NaN,who,O
NaN,ruefully,O
NaN,recalls,O
NaN,promoting,O
NaN,sludge,B-chem
NaN,as,O
NaN,an,O
NaN,agricultural,O
NaN,soil,O
NaN,additive,O
NaN,to,O
NaN,growers,O
NaN,in,O
NaN,the,O
NaN,community,O
NaN,.,O
Sentence 7,"""",O
NaN,The,O
NaN,city,O
NaN,did,O
NaN,n’t,O
NaN,do,O
NaN,anything,O
NaN,malicious,O
NaN,.,O
Sentence 8,We,O
NaN,had,O
NaN,no,O
NaN,clue,O
NaN,this,O
NaN,was,O
NaN,going,O
NaN,on,O
NaN,.,O
NaN,"""",O
Sentence 9,About,O
NaN,half,O
NaN,of,O
NaN,the,O
NaN,7,O
NaN,million,O
NaN,tons,O
NaN,generated,O
NaN,annually,O
NaN,in,O
NaN,the,O
NaN,U.S.,O
NaN,is,O
NaN,applied,O
NaN,to,O
NaN,farm,O
NaN,fields,O
NaN,and,O
NaN,other,O
NaN,lands,O
NaN,the,O
NaN,Environmental,O
NaN,Protection,O
NaN,Agency,O
NaN,says,O
NaN,.,O
Sentence 10,While,O
NaN,the,O
NaN,sludge,B-chem
NaN,offers,O
NaN,farmers,O
NaN,a,O
NaN,cheap,O
NaN,source,O
NaN,of,O
NaN,fertilizer,O
NaN,there,O
NaN,long,O
NaN,have,O
NaN,been,O
NaN,concerns,O
NaN,about,O
NaN,contaminants,O
NaN,in,O
NaN,the,O
NaN,material,O
NaN,"""",O
NaN,and,O
Sentence 11,attention,O
NaN,of,O
NaN,late,O
NaN,has,O
NaN,turned,O
NaN,to,O
NaN,perfluoroalkyl,B-chem
NaN,and,O
NaN,polyfluoroalkyl,B-chem
NaN,substances,O
NaN,or,O
NaN,PFAS,B-chem
NaN,.,O
Sentence 12,The,O
NaN,city,O
NaN,of,O
NaN,Marinette,O
NaN,Wisconsin,O
NaN,has,O
NaN,stopped,O
NaN,distributing,O
NaN,sewage,O
NaN,waste,O
NaN,also,O
NaN,called,O
NaN,"""",O
NaN,biosolids,B-chem
NaN,"""",O
NaN,to,O
NaN,farms,O
NaN,after,O
NaN,getting,O
NaN,high,O
NaN,PFAS,B-chem
NaN,readings,O
NaN,.,O
Sentence 13,In,O
NaN,Maine,O
NaN,a,O
NaN,dairy,O
NaN,farm,O
NaN,was,O
NaN,forced,O
NaN,to,O
NaN,shut,O
NaN,down,O
NaN,after,O
NaN,sludge,B-chem
NaN,spread,O
NaN,on,O
NaN,the,O
NaN,land,O
NaN,was,O
NaN,linked,O
NaN,to,O
NaN,high,O
NaN,levels,O
NaN,of,O
NaN,PFAS,B-chem
NaN,in,O
NaN,the,O
NaN,milk,O
NaN,.,O
Sentence 14,"""",O
NaN,It,O
NaN,’s,O
NaN,been,O
NaN,devastating,O
NaN,.,O
Sentence 15,We,O
NaN,kind,O
NaN,of,O
NaN,get,O
NaN,treated,O
NaN,like,O
NaN,we,O
NaN,are,O
NaN,criminals,O
NaN,"""",O
NaN,said,O
NaN,Stoneridge,O
NaN,Farm,O
NaN,’s,O
NaN,Fred,O
NaN,Stone,O
NaN,whose,O
NaN,blood,O
NaN,has,O
NaN,also,O
NaN,tested,O
NaN,high,O
NaN,for,O
NaN,PFAS,B-chem
NaN,from,O
NaN,what,O
NaN,he,O
NaN,believes,O
NaN,was,O
NaN,drinking,O
NaN,contaminated,O
NaN,water,O
NaN,and,O
NaN,milk,O
NaN,over,O
NaN,the,O
NaN,years,O
NaN,.,O
Sentence 16,The,O
NaN,concern,O
NaN,is,O
NaN,that,O
NaN,certain,O
NaN,PFAS,B-chem
NaN,chemicals,O
NaN,which,O
NaN,studies,O
NaN,have,O
NaN,associated,O
NaN,with,O
NaN,increased,O
NaN,risk,O
NaN,of,O
NaN,cancer,O
NaN,and,O
NaN,damage,O
NaN,to,O
NaN,organs,O
NaN,such,O
NaN,as,O
NaN,the,O
NaN,liver,O
NaN,and,O
NaN,thyroid,O
NaN,could,O
NaN,be,O
NaN,absorbed,O
NaN,by,O
NaN,crops,O
NaN,grown,O
NaN,in,O
NaN,soils,O
NaN,treated,O
NaN,with,O
NaN,polluted,O
NaN,sludge,O
NaN,and,O
NaN,wind,O
NaN,up,O
NaN,in,O
NaN,foods,O
NaN,.,O
Sentence 17,The,O
NaN,Food,O
NaN,and,O
NaN,Drug,O
NaN,Administration,O
NaN,this,O
NaN,year,O
NaN,reported,O
NaN,finding,O
NaN,substantial,O
NaN,levels,O
NaN,of,O
NaN,the,O
NaN,chemicals,O
NaN,in,O
NaN,random,O
NaN,samples,O
NaN,of,O
NaN,grocery,O
NaN,store,O
NaN,meats,O
NaN,dairy,O
NaN,products,O
NaN,seafood,O
NaN,and,O
NaN,even,O
NaN,off,O
NaN,-,O
NaN,the,O
NaN,-,O
NaN,shelf,O
NaN,chocolate,O
NaN,cake,O
NaN,although,O
NaN,the,O
NaN,study,O
NaN,did,O
NaN,not,O
NaN,mention,O
NaN,any,O
NaN,connection,O
NaN,to,O
NaN,sewage,O
NaN,waste,O
NaN,.,O
Sentence 18,"""",O
NaN,The,O
NaN,FDA,O
NaN,continues,O
NaN,to,O
NaN,work,O
NaN,with,O
NaN,other,O
NaN,federal,O
NaN,agencies,O
NaN,to,O
NaN,identify,O
NaN,sources,O
NaN,and,O
NaN,reduce,O
NaN,or,O
NaN,eliminate,O
NaN,pathways,O
NaN,for,O
NaN,dietary,O
NaN,PFAS,B-chem
NaN,exposure,O
NaN,including,O
NaN,through,O
NaN,use,O
NaN,of,O
NaN,biosolids,B-chem
NaN,"""",O
NaN,spokeswoman,O
NaN,Lindsay,O
NaN,Haake,O
NaN,said,O
NaN,.,O
Sentence 19,"""",O
NaN,We,O
NaN,do,O
NaN,n’t,O
NaN,have,O
NaN,a,O
NaN,lot,O
NaN,of,O
NaN,data,O
NaN,but,O
NaN,the,O
NaN,data,O
NaN,we,O
NaN,have,O
NaN,suggests,O
NaN,it,O
NaN,’s,O
NaN,a,O
NaN,problem,O
NaN,"""",O
NaN,Linda,O
NaN,Birnbaum,O
NaN,director,O
NaN,of,O
NaN,the,O
NaN,National,O
NaN,Institute,O
NaN,of,O
NaN,Environmental,O
NaN,Health,O
NaN,Sciences,O
NaN,said,O
NaN,at,O
NaN,a,O
NaN,recent,O
NaN,conference,O
NaN,in,O
NaN,Boston,O
NaN,.,O
Sentence 20,"""",O
NaN,We,O
NaN,are,O
NaN,finding,O
NaN,that,O
NaN,there,O
NaN,are,O
NaN,elevated,O
NaN,levels,O
NaN,of,O
NaN,different,O
NaN,PFAS,B-chem
NaN,in,O
NaN,biosolids,O
NaN,.,O
Sentence 21,We,O
NaN,clearly,O
NaN,need,O
NaN,more,O
NaN,research,O
NaN,in,O
NaN,this,O
NaN,area,O
NaN,.,O
NaN,"""",O
Sentence 22,Studies,O
NaN,have,O
NaN,documented,O
NaN,PFAS,B-chem
NaN,absorption,O
NaN,by,O
NaN,some,O
NaN,crops,O
NaN,"""",O
NaN,lettuce,O
NaN,tomatoes,O
NaN,and,O
NaN,radishes,O
NaN,among,O
NaN,them,O
NaN,"""",O
NaN,from,O
NaN,soils,O
NaN,fertilized,O
NaN,with,O
NaN,sewage,O
NaN,byproducts,O
NaN,.,O
Sentence 23,And,O
NaN,the,O
NaN,EPA,O
NaN,’s,O
NaN,inspector,O
NaN,general,O
NaN,reported,O
NaN,last,O
NaN,year,O
NaN,that,O
NaN,the,O
NaN,agency,O
NaN,was,O
NaN,falling,O
NaN,short,O
NaN,in,O
NaN,tracking,O
NaN,hundreds,O
NaN,of,O
NaN,pollutants,O
NaN,in,O
NaN,sludge,B-chem
NaN,including,O
NaN,PFAS,B-chem
NaN,.,O
Sentence 24,Yet,O
NaN,despite,O
NaN,growing,O
NaN,evidence,O
NaN,that,O
NaN,at,O
NaN,least,O
NaN,some,O
NaN,sludge,B-chem
NaN,is,O
NaN,contaminated,O
NaN,the,O
NaN,federal,O
NaN,government,O
NaN,has,O
NaN,n’t,O
NaN,limited,O
NaN,PFAS,B-chem
NaN,in,O
NaN,fertilizer,O
NaN,or,O
NaN,developed,O
NaN,a,O
NaN,standard,O
NaN,for,O
NaN,determining,O
NaN,safe,O
NaN,levels,O
NaN,.,O
Sentence 25,That,O
NaN,leaves,O
NaN,fertilizer,O
NaN,companies,O
NaN,and,O
NaN,farmers,O
NaN,wondering,O
NaN,what,O
NaN,to,O
NaN,do,O
NaN,and,O
NaN,fearful,O
NaN,of,O
NaN,consumer,O
NaN,backlash,O
NaN,.,O
Sentence 26,Advocacy,O
NaN,groups,O
NaN,say,O
NaN,EPA,O
NaN,also,O
NaN,should,O
NaN,look,O
NaN,at,O
NaN,chemicals,O
NaN,developed,O
NaN,as,O
NaN,replacements,O
NaN,for,O
NaN,PFOA,B-chem
NaN,and,O
NaN,PFOS,B-chem
NaN,which,O
NaN,studies,O
NaN,found,O
NaN,accumulate,O
NaN,in,O
NaN,edible,O
NaN,parts,O
NaN,of,O
NaN,plants,O
NaN,.,O
Sentence 27,"""",O
NaN,We,O
NaN,are,O
NaN,studying,O
NaN,the,O
NaN,potential,O
NaN,pathways,O
NaN,by,O
NaN,which,O
NaN,PFAS,B-chem
NaN,are,O
NaN,getting,O
NaN,into,O
NaN,biosolids,B-chem
NaN,and,O
NaN,we,O
NaN,are,O
NaN,researching,O
NaN,alternative,O
NaN,methods,O
NaN,for,O
NaN,removing,O
NaN,or,O
NaN,destroying,O
NaN,PFAS,B-chem
NaN,in,O
NaN,biosolids,B-chem
NaN,if,O
NaN,analysis,O
NaN,indicates,O
NaN,that,O
NaN,detected,O
NaN,levels,O
NaN,are,O
NaN,of,O
NaN,risk,O
NaN,and,O
NaN,need,O
NaN,reduction,O
NaN,"""",O
NaN,the,O
NaN,agency,O
NaN,told,O
NaN,The,O
NaN,Associated,O
NaN,Press,O
NaN,in,O
NaN,a,O
NaN,statement,O
NaN,.,O
Sentence 28,Its,O
NaN,inspector,O
NaN,general,O
NaN,reported,O
NaN,last,O
NaN,year,O
NaN,that,O
NaN,the,O
NaN,EPA,O
NaN,had,O
NaN,identified,O
NaN,352,O
NaN,pollutants,O
NaN,including,O
NaN,PFAS,B-chem
NaN,in,O
NaN,biosolids,O
NaN,.,O
Sentence 29,But,O
NaN,the,O
NaN,report,O
NaN,concluded,O
NaN,the,O
NaN,agency,O
NaN,had,O
NaN,too,O
NaN,little,O
NaN,data,O
NaN,and,O
NaN,other,O
NaN,tools,O
NaN,to,O
NaN,assess,O
NaN,their,O
NaN,safety,O
NaN,.,O
Sentence 30,Regulations,O
NaN,require,O
NaN,testing,O
NaN,for,O
NaN,only,O
NaN,nine,O
NaN,pollutants,O
NaN,in,O
NaN,sludge,B-chem
NaN,all,O
NaN,heavy,O
NaN,metals,O
NaN,.,O
Sentence 31,Maine,O
NaN,also,O
NaN,found,O
NaN,most,O
NaN,biosolids,O
NaN,from,O
NaN,more,O
NaN,than,O
NaN,30,O
NaN,wastewater,O
NaN,treatment,O
NaN,plants,O
NaN,were,O
NaN,above,O
NaN,the,O
NaN,state,O
NaN,’s,O
NaN,advisory,O
NaN,level,O
NaN,while,O
NaN,neighboring,O
NaN,New,O
NaN,Hampshire,O
NaN,detected,O
NaN,PFAS,B-chem
NaN,in,O
NaN,tests,O
NaN,of,O
NaN,sludge,B-chem
NaN,from,O
NaN,two,O
NaN,dozen,O
NaN,permit,O
NaN,holders,O
NaN,.,O
Sentence 32,Neither,O
NaN,state,O
NaN,found,O
NaN,traceable,O
NaN,levels,O
NaN,of,O
NaN,PFAS,B-chem
NaN,in,O
NaN,the,O
NaN,milk,O
NaN,tested,O
NaN,.,O
Sentence 33,Companies,O
NaN,that,O
NaN,manufacture,O
NaN,compost,O
NaN,"""",O
NaN,some,O
NaN,from,O
NaN,sewage,O
NaN,sludge,B-chem
NaN,"""",O
NaN,contend,O
NaN,tough,O
NaN,standards,O
NaN,are,O
NaN,premature,O
NaN,until,O
NaN,scientists,O
NaN,determine,O
NaN,acceptable,O
NaN,PFAS,B-chem
NaN,levels,O
NaN,.,O
Sentence 1,PORT,O
NaN,NECHES,O
NaN,Texas,O
NaN,(,O
NaN,AP,O
NaN,),O
NaN,"""",O
Sentence 2,Three,O
NaN,workers,O
NaN,were,O
NaN,injured,O
NaN,early,O
NaN,Wednesday,O
NaN,in,O
NaN,a,O
NaN,massive,O
NaN,explosion,O
NaN,at,O
NaN,a,O
NaN,Texas,O
NaN,chemical,O
NaN,plant,O
NaN,that,O
NaN,also,O
NaN,blew,O
NaN,out,O
NaN,the,O
NaN,windows,O
NaN,and,O
NaN,doors,O
NaN,of,O
NaN,nearby,O
NaN,homes,O
NaN,.,O
Sentence 3,Monk,O
NaN,said,O
NaN,the,O
NaN,blast,O
NaN,occurred,O
NaN,in,O
NaN,an,O
NaN,area,O
NaN,of,O
NaN,the,O
NaN,plant,O
NaN,that,O
NaN,makes,O
NaN,butadiene,B-chem
NaN,a,O
NaN,chemical,O
NaN,used,O
NaN,in,O
NaN,the,O
NaN,manufacture,O
NaN,of,O
NaN,synthetic,O
NaN,rubber,O
NaN,and,O
NaN,other,O
NaN,products,O
NaN,.,O
Sentence 4,He,O
NaN,said,O
NaN,the,O
NaN,plant,O
NaN,has,O
NaN,175,O
NaN,full,O
NaN,-,O
NaN,time,O
NaN,employees,O
NaN,and,O
NaN,50,O
NaN,contract,O
NaN,workers,O
NaN,.,O
Sentence 5,In,O
NaN,the,O
NaN,March,O
NaN,fire,O
NaN,prosecutors,O
NaN,filed,O
NaN,five,O
NaN,water,O
NaN,pollution,O
NaN,charges,O
NaN,against,O
NaN,the,O
NaN,company,O
NaN,that,O
NaN,owns,O
NaN,the,O
NaN,petrochemical,O
NaN,storage,O
NaN,facility,O
NaN,after,O
NaN,chemicals,O
NaN,flowed,O
NaN,into,O
NaN,a,O
NaN,nearby,O
NaN,waterway,O
NaN,.,O
Sentence 1,Port,O
NaN,Neches,O
NaN,fire,O
NaN,Captain,O
NaN,Tyler,O
NaN,Herbert,O
NaN,said,O
NaN,Thursday,O
NaN,morning,O
NaN,that,O
NaN,the,O
NaN,fire,O
NaN,is,O
NaN,still,O
NaN,burning,O
NaN,and,O
NaN,that,O
NaN,a,O
NaN,mandatory,O
NaN,evacuation,O
NaN,order,O
NaN,covering,O
NaN,a,O
NaN,4-mile,O
NaN,radius,O
NaN,around,O
NaN,the,O
NaN,plant,O
NaN,remains,O
NaN,in,O
NaN,effect,O
NaN,.,O
Sentence 2,That,O
NaN,order,O
NaN,effects,O
NaN,500,O
NaN,people,O
NaN,TV,O
NaN,station,O
NaN,KBMT,O
NaN,reported,O
NaN,.,O
Sentence 3,The,O
NaN,initial,O
NaN,explosion,O
NaN,at,O
NaN,the,O
NaN,TPC,O
NaN,Group,O
NaN,plant,O
NaN,which,O
NaN,makes,O
NaN,chemical,O
NaN,and,O
NaN,petroleum,B-chem
NaN,-,O
NaN,based,O
NaN,products,O
NaN,occurred,O
NaN,around,O
NaN,1,O
NaN,a.m.,O
Sentence 4,It,O
NaN,sent,O
NaN,a,O
NaN,large,O
NaN,plume,O
NaN,of,O
NaN,smoke,O
NaN,stretching,O
NaN,for,O
NaN,miles,O
NaN,and,O
NaN,started,O
NaN,a,O
NaN,fire,O
NaN,.,O
Sentence 5,Monk,O
NaN,had,O
NaN,said,O
NaN,the,O
NaN,blast,O
NaN,occurred,O
NaN,in,O
NaN,an,O
NaN,area,O
NaN,of,O
NaN,the,O
NaN,plant,O
NaN,that,O
NaN,makes,O
NaN,butadiene,B-chem
NaN,a,O
NaN,chemical,O
NaN,used,O
NaN,to,O
NaN,make,O
NaN,synthetic,O
NaN,rubber,O
NaN,and,O
NaN,other,O
NaN,products,O
NaN,.,O
Sentence 6,Officials,O
NaN,on,O
NaN,Thursday,O
NaN,evening,O
NaN,however,O
NaN,said,O
NaN,that,O
NaN,early,O
NaN,concerns,O
NaN,about,O
NaN,butadiene,B-chem
NaN,contamination,O
NaN,from,O
NaN,the,O
NaN,blast,O
NaN,have,O
NaN,n’t,O
NaN,materialized,O
NaN,as,O
NaN,they,O
NaN,learned,O
NaN,the,O
NaN,main,O
NaN,storage,O
NaN,area,O
NaN,for,O
NaN,that,O
NaN,cancer,O
NaN,-,O
NaN,causing,O
NaN,chemical,O
NaN,did,O
NaN,n’t,O
NaN,take,O
NaN,the,O
NaN,brunt,O
NaN,of,O
NaN,the,O
NaN,fire,O
NaN,.,O
Sentence 7,Environmental,O
NaN,Protection,O
NaN,Agency,O
NaN,spokesman,O
NaN,Adam,O
NaN,Adams,O
NaN,said,O
NaN,that,O
NaN,while,O
NaN,volatile,O
NaN,organic,O
NaN,compounds,O
NaN,were,O
NaN,detected,O
NaN,by,O
NaN,some,O
NaN,of,O
NaN,the,O
NaN,20,O
NaN,teams,O
NaN,monitoring,O
NaN,air,O
NaN,pollution,O
NaN,in,O
NaN,the,O
NaN,area,O
NaN,none,O
NaN,of,O
NaN,them,O
NaN,detected,O
NaN,levels,O
NaN,higher,O
NaN,than,O
NaN,five,B-quant
NaN,parts,I-quant
NaN,per,I-quant
NaN,million,I-quant
NaN,the,O
NaN,agencies,O
NaN,’,O
NaN,‘,O
NaN,action,O
NaN,level,O
NaN,.,O
NaN,’,O
